hue,name,hex,red,green,blue,sat,light
210.0,Munsell,#f2f3f4,242,243,244,8.3,95.3
210.0,Slate gray,#708090,112,128,144,12.6,50.2
210.0,Light slate gray,#778899,119,136,153,14.3,53.3
210.0,Blue Gray,#6699cc,102,153,204,50.0,60.0
210.0,Lapis lazuli,#26619c,38,97,156,60.8,38.0
210.0,Pale cornflower blue,#abcdef,171,205,239,68.0,80.4
210.0,Bleu de France,#318ce7,49,140,231,79.1,54.9
210.0,Dark midnight blue,#003366,0,51,102,100.0,20.0
210.1,Azure,#007fff,0,127,255,100.0,50.0
210.9,Carolina blue,#99badd,153,186,221,50.0,73.3
211.6,Yale Blue,#0f4d92,15,77,146,81.4,31.6
211.9,Tufts Blue,#417dc1,65,125,193,50.8,50.6
212.0,Medium teal blue,#0054b4,0,84,180,100.0,35.3
212.1,Dark pastel blue,#779ecb,119,158,203,44.7,63.1
212.1,Oxford Blue,#002147,0,33,71,100.0,13.9
212.1,Cool black,#002e63,0,46,99,100.0,19.4
213.2,Denim,#1560bd,21,96,189,80.0,41.2
213.6,Brandeis blue,#0070ff,0,112,255,100.0,50.0
215.1,Cobalt,#0047ab,0,71,171,100.0,33.5
216.1,United Nations blue,#5b92e5,91,146,229,72.6,62.7
216.3,Glaucous,#6082b6,96,130,182,37.1,54.5
216.5,Sapphire,#0f52ba,15,82,186,85.1,39.4
218.5,Cornflower blue,#6495ed,100,149,237,79.2,66.1
220.0,Dark powder blue,#003399,0,51,153,100.0,30.0
220.0,Smalt,#003399,0,51,153,100.0,30.0
220.0,Royal azure,#0038a8,0,56,168,100.0,32.9
220.9,UCLA Blue,#536895,83,104,149,28.4,45.5
222.0,UA blue,#0033aa,0,51,170,100.0,33.3
222.7,Han blue,#446ccf,68,108,207,59.1,53.9
223.1,International Klein Blue,#002fa7,0,47,167,100.0,32.7
223.8,Cerulean blue,#2a52be,42,82,190,63.8,45.5
225.0,Royal blue,#4169e1,65,105,225,72.7,56.9
225.6,Egyptian blue,#1034a6,16,52,166,82.4,35.7
225.7,Wild blue yonder,#a2add0,162,173,208,32.9,72.5
227.7,Ultramarine blue,#4166f5,65,102,245,90.0,60.8
228.8,Cool grey,#8c92ac,140,146,172,16.2,61.2
228.8,Violet Blue,#324ab2,50,74,178,56.1,44.7
229.1,Persian blue,#1c39bb,28,57,187,74.0,42.2
230.5,Manatee,#979aaa,151,154,170,10.1,62.9
232.9,Zaffre,#0014a8,0,20,168,100.0,32.9
233.4,Phthalo blue,#000f89,0,15,137,100.0,26.9
233.6,Palatinate blue,#273be2,39,59,226,76.3,52.0
234.0,Glitter,#e6e8fa,230,232,250,66.7,94.1
235.9,Saint Patrick Blue,#23297a,35,41,122,55.4,30.8
240.0,Blue Bell,#a2a2d0,162,162,208,32.9,72.5
240.0,Midnight blue,#191970,25,25,112,63.5,26.9
240.0,Lavender,#e6e6fa,230,230,250,66.7,94.1
240.0,Lavender mist,#e6e6fa,230,230,250,66.7,94.1
240.0,Navy blue,#000080,0,0,128,100.0,25.1
240.0,Dark blue,#00008b,0,0,139,100.0,27.3
240.0,Duke blue,#00009c,0,0,156,100.0,30.6
240.0,Medium blue,#0000cd,0,0,205,100.0,40.2
240.0,Blue,#0000ff,0,0,255,100.0,50.0
240.0,Lavender blue,#ccccff,204,204,255,100.0,90.0
240.0,Periwinkle,#ccccff,204,204,255,100.0,90.0
240.0,Ghost white,#f8f8ff,248,248,255,100.0,98.6
243.6,Ultramarine,#120a8f,18,10,143,86.9,30.0
244.6,Lavender gray,#c4c3d0,196,195,208,12.1,79.0
245.2,Iris,#5a4fcf,90,79,207,57.1,56.1
245.7,Toolbox,#746cc0,116,108,192,40.0,58.8
246.9,Majorelle Blue,#6050dc,96,80,220,66.7,58.8
248.3,Slate blue,#6a5acd,106,90,205,53.5,57.8
248.5,Dark slate blue,#483d8b,72,61,139,39.0,39.2
248.5,Medium slate blue,#7b68ee,123,104,238,79.8,67.1
252.8,Ube,#8878c3,136,120,195,38.5,61.8
254.8,Electric ultramarine,#3f00ff,63,0,255,100.0,50.0
255.3,Pale lavender,#dcd0ff,220,208,255,100.0,90.8
255.4,Han purple,#5218fa,82,24,250,95.8,53.7
258.5,Persian indigo,#32127a,50,18,122,74.3,27.5
259.6,Medium purple,#9370db,147,112,219,59.8,64.9
260.7,Light pastel purple,#b19cd9,177,156,217,44.5,73.1
261.8,Magnolia,#f8f4ff,248,244,255,100.0,97.8
262.7,Dark pastel purple,#966fd6,150,111,214,55.7,63.7
264.7,Lavender indigo,#9457eb,148,87,235,78.7,63.1
266.1,Electric indigo,#6f00ff,111,0,255,100.0,50.0
266.6,Royal purple,#7851a9,120,81,169,35.2,49.0
267.5,Lavender purple,#967bb6,150,123,182,28.8,59.8
269.0,Purple mountain majesty,#9678b6,150,120,182,29.8,59.2
269.5,Purple Mountain's Majesty,#9d81ba,157,129,186,29.2,61.8
270.0,Amethyst,#9966cc,153,102,204,50.0,60.0
270.3,Purple Heart,#69359c,105,53,156,49.3,41.0
270.4,Dark lavender,#734f96,115,79,150,31.0,44.9
271.1,Blue purple,#8a2be2,138,43,226,75.9,52.7
271.1,Blue violet,#8a2be2,138,43,226,75.9,52.7
272.3,Bright lavender,#bf94e4,191,148,228,59.7,73.7
273.6,Electric violet,#8f00ff,143,0,255,100.0,50.0
274.6,Indigo,#4b0082,75,0,130,100.0,25.5
276.5,Mauve,#e0b0ff,224,176,255,100.0,84.5
276.9,Veronica,#a020f0,160,32,240,87.4,53.3
277.4,Vivid violet,#9f00ff,159,0,255,100.0,50.0
277.9,Languid lavender,#d6cadd,214,202,221,21.8,82.9
280.0,Deep lilac,#9955bb,153,85,187,42.9,53.3
280.1,Dark orchid,#9932cc,153,50,204,60.6,49.8
281.0,Wisteria,#c9a0dc,201,160,220,46.2,74.5
281.1,Bright ube,#d19fe8,209,159,232,61.3,76.7
282.1,Dark violet,#9400d3,148,0,211,100.0,41.4
284.4,Rich lilac,#b666d2,182,102,210,54.5,61.2
284.9,Electric purple,#bf00ff,191,0,255,100.0,50.0
286.3,Heliotrope,#df73ff,223,115,255,100.0,72.5
288.1,Medium orchid,#ba55d3,186,85,211,58.9,58.0
289.6,French lilac,#86608e,134,96,142,19.3,46.7
290.3,Brilliant lavender,#f4bbff,244,187,255,100.0,86.7
290.3,Electric lavender,#f4bbff,244,187,255,100.0,86.7
292.5,Phlox,#df00ff,223,0,255,100.0,50.0
292.5,Psychedelic purple,#df00ff,223,0,255,100.0,50.0
294.8,Pastel purple,#b39eb5,179,158,181,13.5,66.5
299.6,Pink Flamingo,#fc74fd,252,116,253,97.2,72.4
300.0,Thistle,#d8bfd8,216,191,216,24.3,79.8
300.0,Lilac,#c8a2c8,200,162,200,25.7,71.0
300.0,Deep fuchsia,#c154c1,193,84,193,46.8,54.3
300.0,Medium lavender magenta,#dda0dd,221,160,221,47.3,74.7
300.0,Pale plum,#dda0dd,221,160,221,47.3,74.7
300.0,Plum,#dda0dd,221,160,221,47.3,74.7
300.0,Lavender magenta,#ee82ee,238,130,238,76.1,72.2
300.0,Violet,#ee82ee,238,130,238,76.1,72.2
300.0,Patriarch,#800080,128,0,128,100.0,25.1
300.0,Purple,#800080,128,0,128,100.0,25.1
300.0,Dark magenta,#8b008b,139,0,139,100.0,27.3
300.0,Deep magenta,#cc00cc,204,0,204,100.0,40.0
300.0,Famous,#ff00ff,255,0,255,100.0,50.0
300.0,Fuchsia,#ff00ff,255,0,255,100.0,50.0
300.0,Magenta,#ff00ff,255,0,255,100.0,50.0
300.0,Ultra pink,#ff6fff,255,111,255,100.0,71.8
300.0,Fuchsia pink,#ff77ff,255,119,255,100.0,73.3
302.3,Orchid,#da70d6,218,112,214,58.9,64.7
302.4,Pastel violet,#cb99c9,203,153,201,32.5,69.8
303.3,Rose quartz,#aa98a9,170,152,169,9.6,63.1
303.5,Old lavender,#796878,121,104,120,7.6,44.1
305.1,Light fuchsia pink,#f984ef,249,132,239,90.7,74.7
307.5,Palatinate purple,#682860,104,40,96,44.4,28.2
310.3,Pale magenta,#f984e5,249,132,229,90.7,74.7
310.9,Byzantine,#bd33a4,189,51,164,57.5,47.1
311.0,Byzantium,#702963,112,41,99,46.4,30.0
311.3,Purple taupe,#50404d,80,64,77,11.1,28.2
312.3,Purple pizzazz,#fe4eda,254,78,218,98.9,65.1
313.0,Hot magenta,#ff1dce,255,29,206,100.0,55.7
315.0,Dark byzantium,#5d3954,93,57,84,24.0,29.4
315.0,Razzle dazzle rose,#ff33cc,255,51,204,100.0,60.0
315.2,Shocking pink,#fc0fc0,252,15,192,97.5,52.4
315.8,Antique fuchsia,#915c83,145,92,131,22.4,46.5
315.8,Lavender rose,#fba0e3,251,160,227,91.9,80.6
318.8,Opera mauve,#b784a7,183,132,167,26.2,61.8
320.0,Taupe gray,#8b8589,139,133,137,2.5,53.3
320.0,Rose pink,#ff66cc,255,102,204,100.0,70.0
320.3,Fandango,#b53389,181,51,137,56.0,45.5
320.4,Sky magenta,#cf71af,207,113,175,49.5,62.7
320.4,Fashion fuchsia,#f400a1,244,0,161,100.0,47.8
320.4,Hollywood cerise,#f400a1,244,0,161,100.0,47.8
321.3,Royal fuchsia,#ca2c92,202,44,146,64.2,48.2
321.8,Neon fuchsia,#fe59c2,254,89,194,98.8,67.3
322.2,Medium violet red,#c71585,199,21,133,80.9,43.1
322.2,Red violet,#c71585,199,21,133,80.9,43.1
323.2,Mountbatten pink,#997a8d,153,122,141,13.2,53.9
323.5,Halayà úbe,#663854,102,56,84,29.1,31.0
323.8,Medium red violet,#bb3385,187,51,133,57.1,46.7
324.4,Pink pearl,#e7accf,231,172,207,55.1,79.0
325.2,Tyrian purple,#66023c,102,2,60,96.2,20.4
325.5,Classic rose,#fbcce7,251,204,231,85.5,89.2
325.8,Persian rose,#fe28a2,254,40,162,99.1,57.6
327.5,Boysenberry,#873260,135,50,96,45.9,36.3
327.6,Deep pink,#ff1493,255,20,147,100.0,53.9
327.6,Fluorescent pink,#ff1493,255,20,147,100.0,53.9
327.7,Jazzberry jam,#a50b5e,165,11,94,87.5,34.5
328.0,Mulberry,#c54b8c,197,75,140,51.3,53.3
328.3,Vivid cerise,#da1d81,218,29,129,76.5,48.4
328.5,Persian pink,#f77fbe,247,127,190,88.2,73.3
328.6,Twilight lavender,#8a496b,138,73,107,30.8,41.4
328.8,Pansy purple,#78184a,120,24,74,66.7,28.2
329.0,Wild Strawberry,#ff43a4,255,67,164,100.0,63.1
329.1,Eggplant,#614051,97,64,81,20.5,31.6
329.6,Deep cerise,#da3287,218,50,135,69.4,52.5
329.7,Dark raspberry,#872657,135,38,87,56.1,33.9
329.8,Rose bonbon,#f9429e,249,66,158,93.8,61.8
330.0,Liver,#534b4f,83,75,79,5.1,31.0
330.0,Hot pink,#ff69b4,255,105,180,100.0,70.6
330.1,Bright pink,#ff007f,255,0,127,100.0,50.0
330.1,Rose,#ff007f,255,0,127,100.0,50.0
330.4,Raspberry pink,#e25098,226,80,152,71.6,60.0
331.9,Lavender pink,#fbaed2,251,174,210,90.6,83.3
332.5,Brilliant rose,#ff55a3,255,85,163,100.0,66.7
333.0,Thulian pink,#de6fa1,222,111,161,62.7,65.3
333.3,Pastel magenta,#f49ac2,244,154,194,80.4,78.0
334.0,Cotton candy,#ffbcd9,255,188,217,100.0,86.9
334.9,Dogwood rose,#d71868,215,24,104,79.9,46.9
335.6,Old mauve,#673147,103,49,71,35.5,29.8
335.6,Cerise pink,#ec3b83,236,59,131,82.3,57.8
336.2,Violet Red,#f75394,247,83,148,91.1,64.7
336.4,Carnation pink,#ffa6c9,255,166,201,100.0,82.5
337.2,Raspberry,#e30b5d,227,11,93,90.8,46.7
337.4,Ruby,#e0115f,224,17,95,85.9,47.3
337.5,Rich maroon,#b03060,176,48,96,57.1,43.9
337.7,French rose,#f64a8a,246,74,138,90.5,62.7
337.9,Razzmatazz,#e3256b,227,37,107,77.2,51.8
338.4,Raspberry rose,#b3446c,179,68,108,44.9,48.4
338.6,Debian red,#d70a53,215,10,83,91.1,44.1
339.0,UA red,#d9004c,217,0,76,100.0,42.5
339.5,Nadeshiko pink,#f6adc6,246,173,198,80.2,82.2
340.0,Light Thulian pink,#e68fac,230,143,172,63.5,73.1
340.0,Lavender blush,#fff0f5,255,240,245,100.0,97.1
340.4,Pale red violet,#db7093,219,112,147,59.8,64.9
340.4,Pale violet red,#db7093,219,112,147,59.8,64.9
341.4,Folly,#ff004f,255,0,79,100.0,50.0
341.7,Tuscan red,#66424d,102,66,77,21.4,32.9
341.7,Tickle Me Pink,#fc89ac,252,137,172,95.0,76.3
342.0,Dark pink,#e75480,231,84,128,75.4,61.8
342.1,Utah Crimson,#d3003f,211,0,63,100.0,41.4
342.1,Rich carmine,#d70040,215,0,64,100.0,42.2
342.3,Blush,#de5d83,222,93,131,66.2,61.8
342.7,Cerise,#de3163,222,49,99,72.4,53.1
342.7,Cherry,#de3163,222,49,99,72.4,53.1
342.9,Light Crimson,#f56991,245,105,145,87.5,68.6
343.1,Piggy pink,#fddde6,253,221,230,88.9,92.9
343.2,Mauve taupe,#915f6d,145,95,109,20.8,47.1
343.2,Raspberry glace,#915f6d,145,95,109,20.8,47.1
343.6,Flamingo pink,#fc8eac,252,142,172,94.8,77.3
344.1,Dark scarlet,#560319,86,3,25,93.3,17.5
344.2,Crimson glory,#be0032,190,0,50,100.0,37.3
344.9,Carmine,#ff0040,255,0,64,100.0,50.0
345.0,Puce,#cc8899,204,136,153,40.0,66.7
345.0,Burgundy,#800020,128,0,32,100.0,25.1
345.2,Electric crimson,#ff003f,255,0,63,100.0,50.0
345.6,Bright maroon,#c32148,195,33,72,71.1,44.7
345.7,Pastel pink,#ffd1dc,255,209,220,100.0,91.0
346.0,American rose,#ff033e,255,3,62,100.0,50.6
346.2,Pink Sherbet,#f78fa7,247,143,167,86.7,76.5
346.5,Awesome,#ff2052,255,32,82,100.0,56.3
346.6,Turkish rose,#b57281,181,114,129,31.2,57.8
346.8,Carmine red,#ff0038,255,0,56,100.0,50.0
346.9,Deep carmine,#a9203e,169,32,62,68.2,39.4
347.6,Mauvelous,#ef98aa,239,152,170,73.1,76.7
347.8,Radical Red,#ff355e,255,53,94,100.0,60.4
348.0,Crimson,#dc143c,220,20,60,83.3,47.1
348.0,Brink pink,#fb607f,251,96,127,95.1,68.0
348.1,Amaranth,#e52b50,229,43,80,78.2,53.3
348.3,Cherry blossom pink,#ffb7c5,255,183,197,100.0,85.9
348.9,Vivid burgundy,#9f1d35,159,29,53,69.1,36.9
349.4,Bubble gum,#ffc1cc,255,193,204,100.0,87.8
349.5,Pink,#ffc0cb,255,192,203,100.0,87.6
349.6,Medium candy apple red,#e2062c,226,6,44,94.8,45.5
349.6,Wild Watermelon,#fc6c85,252,108,133,96.0,70.6
349.6,Salmon pink,#ff91a4,255,145,164,100.0,78.4
349.9,Cardinal,#c41e3a,196,30,58,73.5,44.3
350.2,Tractor red,#fd0e35,253,14,53,98.4,52.4
350.6,Ruddy,#ff0028,255,0,40,100.0,50.0
351.0,Rose gold,#b76e79,183,110,121,33.6,57.5
351.0,Cadmium red,#e30022,227,0,34,100.0,44.5
351.0,Light pink,#ffb6c1,255,182,193,100.0,85.7
351.7,Brick red,#cb4154,203,65,84,57.0,52.5
352.7,Bazaar,#98777b,152,119,123,13.8,53.1
352.8,Wine,#722f37,114,47,55,41.6,31.6
353.3,Dark terra cotta,#cc4e5c,204,78,92,55.3,55.3
353.4,Harvard crimson,#c90016,201,0,22,100.0,39.4
353.5,Rosewood,#65000b,101,0,11,100.0,19.8
354.2,Ruddy pink,#e18e96,225,142,150,58.0,72.0
354.4,Pale pink,#fadadd,250,218,221,76.2,91.8
354.9,Alizarin crimson,#e32636,227,38,54,77.1,52.0
354.9,Rose madder,#e32636,227,38,54,77.1,52.0
355.0,Lava,#cf1020,207,16,32,85.7,43.7
355.1,Cordovan,#893f45,137,63,69,37.0,39.2
355.3,Candy pink,#e4717a,228,113,122,68.0,66.9
355.3,Light carmine pink,#e66771,230,103,113,71.8,65.3
355.9,Venetian red,#c80815,200,8,21,92.3,40.8
356.2,Upsdell red,#ae2029,174,32,41,68.9,40.4
356.6,KU Crimson,#e8000d,232,0,13,100.0,45.5
356.9,Fire engine red,#ce2029,206,32,41,73.1,46.7
357.2,Smokey topaz,#933d41,147,61,65,41.3,40.8
357.4,Rose vale,#ab4e52,171,78,82,37.3,48.8
357.5,Pale chestnut,#ddadaf,221,173,175,41.4,77.3
357.5,Deep carmine pink,#ef3038,239,48,56,85.7,56.3
358.8,Jasper,#d73b3e,215,59,62,66.1,53.7
